sample_index,publication_id,reference_id,reference_order,parsed_title,parsed_journal,parsed_year,parsed_authors,parser,crossref_query,context
6164,1383041,25848912,42,,,2017,,unparsed,,"Pulat Demir, H., Elkin, N., Barut, A.Y., Bayram, H.M., & Averi, S. (2017). Vardiyalı çalışan sağlık personelinin uyku süresi ve beslenme durumunun değerlendirilmesi, IGUSABDER, 2(2017), 89-107."
6165,1323795,23548804,8,Negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku çekiciliği kullanımı,Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2007,"Balcı, Ş",apa,"Negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku çekiciliği kullanımı Balcı, Ş Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi 2007","Balcı, Ş. (2007). Negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku çekiciliği kullanımı. Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 17, 73–106."
6171,1250297,20097041,21,,,2016,,unparsed,,"Tekin, S., Boyacı, S., Sezen, S. M., Gönen, E., Soylu, E., Soyugüzel, E., Üstün, Y., 2016. Kahramanmaraş Yöresinde Yaygın Olarak Kullanılan Damla Sulama Damlatıcılarının Hidrolik Özelliklerinin Değerlendirilmesi. Tarım ve Doğa Dergisi. 19(4): 445-453."
6172,1271950,21023483,14,Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco,Gestion y Ambiente,2015,"Gonzalez, Y",apa,"Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco Gonzalez, Y Gestion y Ambiente 2015","Gonzalez, Y. E. L., Gonzalez, C. J. L., ve Ledesma, J. L. (2015). Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco. Gestion y Ambiente, 18(1), 129-145."
6176,1219622,19134272,18,Ticari İşletme İşlettikleri Halde Tacir Sayılmayan Dernek ve Vakıflara İlişkin Düzenlemenin (TTK m. 16/2) Değerlendirilmesi,Banka ve Ticaret Hukuku Dergisi XXXII/4,2016,"Göle, CelalBilgeç, Hakan",quoted,"Ticari İşletme İşlettikleri Halde Tacir Sayılmayan Dernek ve Vakıflara İlişkin Düzenlemenin (TTK m. 16/2) Değerlendirilmesi Göle, CelalBilgeç, Hakan Banka ve Ticaret Hukuku Dergisi XXXII/4 2016","Göle, Celal- Bilgeç, Hakan. “Ticari İşletme İşlettikleri Halde Tacir Sayılmayan Dernek ve Vakıflara İlişkin Düzenlemenin (TTK m. 16/2) Değerlendirilmesi”, Banka ve Ticaret Hukuku Dergisi XXXII/4 (2016), 5-22."
6193,1360222,25335858,145,Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals,Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2015,"Ongun, U., Gövdere, B., Durgun Kaygısız, A",volume_pages,"Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals Ongun, U., Gövdere, B., Durgun Kaygısız, A Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü De","[145] Ongun, U., Gövdere, B., Durgun Kaygısız, A. 2015. Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals. Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 7(12), 99-116."
6198,1185929,18351676,28,Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği,Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research,2021,"Karaca, A",apa,"Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği Karaca, A Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research 2021","Karaca, A. ve Uzun, F. (2021). Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği. Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research, 1(2), 1-22."
6202,1271147,21102017,60,,,2011,,unparsed,,"Mencan, Q. (2011). Erbakan’ın mirası. Umran Dergisi, Sayı: 200, 33-35."
6239,1200178,17875692,27,Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource,Journal of Engineering and Applied Sciences,2016,"Suyono, E",apa,"Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource Suyono, E Journal of Engineering and Applied Sciences 2016","Suyono, E. A., Fahrunnida, Nopitasari, S., & Utama, I. (2016). Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource. Journal of Engineering and Applied Sciences, 11, 9970-9973."
6245,1359250,25003340,17,Medical treatment of male infertility,Transl Androl Urol,2014,"Dabaja AA, Schlegel PN",vancouver,"Medical treatment of male infertility Dabaja AA, Schlegel PN Transl Androl Urol 2014","Dabaja AA, Schlegel PN. Medical treatment of male infertility. Transl Androl Urol. 2014;3:9-16."
6272,1157027,16528401,35,Türkçe öğretiminde disiplinler arası olanaklar,Mersin Üniversitesi Eğitim Fakültesi Dergisi,2013,"Kanatlı, F",apa,"Türkçe öğretiminde disiplinler arası olanaklar Kanatlı, F Mersin Üniversitesi Eğitim Fakültesi Dergisi 2013","Kanatlı, F. ve Çekici, Y. E. (2013). Türkçe öğretiminde disiplinler arası olanaklar. Mersin Üniversitesi Eğitim Fakültesi Dergisi, 2, 223-234."
6290,1338798,24976226,13,A review on radiopharmaceuti cals and radiochemical method in analysis,Int J Pharm Biol Arch,2011,"Riddhi PD, Patel PM, Patel NM",vancouver,"A review on radiopharmaceuti cals and radiochemical method in analysis Riddhi PD, Patel PM, Patel NM Int J Pharm Biol Arch 2011","[13] Riddhi PD, Patel PM, Patel NM. A review on radiopharmaceuti cals and radiochemical method in analysis. Int J Pharm Biol Arch. 2011; 2(4): 1062-1067."
6303,1285697,25928478,17,Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu,Journal of Innovative Healthcare Practices,2021,"Özalp, ġ",apa,"Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu Özalp, ġ Journal of Innovative Healthcare Practices 2021","Özalp, ġ. ġ. (2021). Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu. Journal of Innovative Healthcare Practices, 2(2), 80-87."
6317,1329472,23785960,25,,,2023,,unparsed,,"Salamon, E. (2023) “Pflicht des Arbeitgebers zur Zeiterfassung-Verfassungsrechtliche Grenzen unionsrechtskonformer Auslegung”, Neue Juristische Wochenschrift-NJW, Heft 6, 335-341."
6336,1190195,17333963,27,Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi,Ege Coğrafya Dergisi,2006,"Kılıç, S",apa,"Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi Kılıç, S Ege Coğrafya Dergisi 2006","Kılıç, S. E., & Aydoğan, M. (2006). Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi. Ege Coğrafya Dergisi, 15 (1-2), 61-71."
6341,1331086,23856213,38,,,2018,,unparsed,,"Gültekin, P., Özdede, S., Korkut, C., Esentürk, A., Gül, H. & Topçu, K. (2018). Rekreasyonel aktivitelere katılımın mental sağlığa etkilerinin değerlendirilmesi: Düzce kenti örneği, Türkiye Peyzaj Araştırmaları Dergisi, 1(1), 26-41."
6350,1289303,22462390,17,Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması,Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2014,"Tutulmaz, O., & Şahin, H",apa,"Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması Tutulmaz, O., & Şahin, H Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi 2014","[17] Tutulmaz, O., & Şahin, H. (2014). Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması. Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 18 (2), 49-73."
6362,1286806,21915057,34,,,2009,,unparsed,,"Grozdanovski, Jovica, “Αρχείο Αλή Πασά Συλλογής Χώτζη Γενναδείου Βιβλιοθήκης της Αμερικανικής Σχολής Αθηνών. Τόμος Δ’ (Εισαγωγή-Ευρετήρια-Γλωσσάρι). Έκδοση-Σχολιασμός-Ευρετήρια: Βασίλης Παναγιωτόπουλος, με τη συνεργασία; των: Δημήτρη Δημητρόπουλου και Παναγιώτη Μιχαηλάρη. Αθήνα: Εθνικό Ίδρυμα Ερευνών – Ινστιτούτο Νεοελληνικών Ερευνών, 2009; Αρχείο Αλή Πασά Συλλογής Ι. Χώτζη Γενικών Αρχείων του Κράτους και Μουσείου Μπενάκη. Τόμος Ε΄ (1792- 1820). Έκδοση-Σχολιασμός Ευρετήρια: Βασίλης Παναγιωτόπουλος, με τη συνεργασία των: Δημήτρη Δημητρόπουλου, Παναγιώτη Μιχαηλάρη. Αθήνα: Εθνικό Ίδρυμα Ερευνών – Ινστιτούτο Ιστορικών Ερευνών, 2018”, Patrimonium.MK : Periodical for Cultural Heritage - Monuments, Restoration, Museums 15/6 (2022), 397-400."
6365,1315278,23099775,21,Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler,Osmanlı Araştırmaları,1982,"Ergenç, Ö",apa,"Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler Ergenç, Ö Osmanlı Araştırmaları 1982","Ergenç, Ö. (1982). Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler. Osmanlı Araştırmaları, 3(3), 105-118."
6373,1276350,21403470,4,"TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği",Gazi İktisat ve İşletme Dergisi,2016,"Ayanoğlu, Y",apa,"TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği Ayanoğlu, Y Gazi İktisat ve İşletme Dergisi 2016","Ayanoğlu, Y. ve Yılmaz, A. (2016). TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği. Gazi İktisat ve İşletme Dergisi, 2(2), 41-66."
6375,1260591,20536673,2,Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği,Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi,2013,"Barutçu CD, Mert H",apa,"Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği Barutçu CD, Mert H Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi 2013","Barutçu CD, Mert H. (2013). Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği. Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi, 6(2), 88-92."
6385,1256585,20364671,30,The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage,International Anatolia Academic Online Journal Health Sciences,2021,"Alaşar B, Çevik K",vancouver,"The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage Alaşar B, Çevik K International Anatolia Academic Online Journal Health Sciences 2021","30. Alaşar B, Çevik K. The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage. International Anatolia Academic Online Journal Health Sciences 2021;7:79-92."
6391,1252299,20176856,35,Beyond Science Literacy: Science and the Public. International Journal of Environmental & Science Education,4(3,2009,"Liu, X",apa,"Beyond Science Literacy: Science and the Public. International Journal of Environmental & Science Education Liu, X 4(3 2009","Liu, X. (2009). Beyond Science Literacy: Science and the Public. International Journal of Environmental & Science Education. 4(3),301-311."
6407,1191850,17424549,1,Çarlık Rusyası Hakimiyetindeki Azerbaycan Türklerinde Ulus Bilincinin Gelişmesinin Genel Dinamikleri,Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2010,"Açıkkaya, S",apa,"Çarlık Rusyası Hakimiyetindeki Azerbaycan Türklerinde Ulus Bilincinin Gelişmesinin Genel Dinamikleri Açıkkaya, S Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi 2010","Açıkkaya, S. (2010). Çarlık Rusyası Hakimiyetindeki Azerbaycan Türklerinde Ulus Bilincinin Gelişmesinin Genel Dinamikleri. Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 1(28), 403-420."
6418,1208159,18258036,56,Türkiye imalat sanayinde mekansal komşuluk ilişkileri,Atatürk Üniversitesi İktisadi İdari Bilimler Fakültesi Dergisi,2008,"Yeşilyurt, M",apa,"Türkiye imalat sanayinde mekansal komşuluk ilişkileri Yeşilyurt, M Atatürk Üniversitesi İktisadi İdari Bilimler Fakültesi Dergisi 2008","Yeşilyurt, M. E. (2008). Türkiye imalat sanayinde mekansal komşuluk ilişkileri. Atatürk Üniversitesi İktisadi İdari Bilimler Fakültesi Dergisi, 22(1), 165-173."
6432,1388566,26052932,2,,,2019,,unparsed,,"Afrin N.S. Hossain M.A. Saha K. 2019. Phytochemical screening of plant extracts and GC-MS analysis of n-hexane soluble part of crude chloroform extract of Cuscuta reflexa (Roxb.). Journal of Pharmacognosy and Phytochemistry. 8:2, 560-564."
6433,1388566,26052971,40,,,2018,,unparsed,,"Muhammad N. Ali N. Uddin N. Wadood S. F. Khan M. K. Alam N. & Haq I. 2018. Evaluation of informants consensus factor of medicinal uses of bryophytes in Swegalai Valley KPK, Pakistan. Journal of Biodiversity and Environmental Sciences (JBES). 12:5, 57-63."
6440,1217823,18685436,16,Kültürel Yapılarda Biyolojik Bozunma Mekanizmaları.,Elektronik Mikrobiyoloji Dergisi 12/1,2014,"Dolar, Ayşe - Yılmaz, Ebru Şebnem",quoted,"Kültürel Yapılarda Biyolojik Bozunma Mekanizmaları. Dolar, Ayşe - Yılmaz, Ebru Şebnem Elektronik Mikrobiyoloji Dergisi 12/1 2014","Dolar, Ayşe - Yılmaz, Ebru Şebnem. “Kültürel Yapılarda Biyolojik Bozunma Mekanizmaları.” Elektronik Mikrobiyoloji Dergisi 12/1 (2014), 1–19."
6441,1217823,18685442,22,Doğal Taşlarda Görülen Fizikomekanik Hasarlar.,Bilim Ve Gençlik Dergisi 6/1,2018,"Hasbay, Uğur",quoted,"Doğal Taşlarda Görülen Fizikomekanik Hasarlar. Hasbay, Uğur Bilim Ve Gençlik Dergisi 6/1 2018","Hasbay, Uğur Et Al. “Doğal Taşlarda Görülen Fizikomekanik Hasarlar.” Bilim Ve Gençlik Dergisi 6/1 (2018), 2148–0273."
6446,1222158,18855079,13,"Ramsar alanı içinde yer alan Cernek Gölü ve sulak alanının (Kızılırmak Deltası, Samsun) ekolojik ve sosyo-ekonomik önemi",TÜBAV Bilim Dergisi,2012,"Can, Ö",apa,"Ramsar alanı içinde yer alan Cernek Gölü ve sulak alanının (Kızılırmak Deltası, Samsun) ekolojik ve sosyo-ekonomik önemi Can, Ö TÜBAV Bilim Dergisi 2012","13. Can, Ö. ve Taş, B. (2012) Ramsar alanı içinde yer alan Cernek Gölü ve sulak alanının (Kızılırmak Deltası, Samsun) ekolojik ve sosyo-ekonomik önemi. TÜBAV Bilim Dergisi, 5(2), 1–11."
6452,1330629,23836321,17,Sosyal Yardımların Sorunlu Alanı: Muhtaclık Tespiti,Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi,2015,"Daşlı, Y",apa,"Sosyal Yardımların Sorunlu Alanı: Muhtaclık Tespiti Daşlı, Y Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi 2015","Daşlı, Y. (2015). Sosyal Yardımların Sorunlu Alanı: Muhtaclık Tespiti. Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi, 39(2), 135-154."
6462,1277316,21268887,6,Distribution of ABO blood group and RH (D) factor in Western Rajasthan,J Med Res,2013,"Behra D, Joshi D",vancouver,"Distribution of ABO blood group and RH (D) factor in Western Rajasthan Behra D, Joshi D J Med Res 2013","6. Behra D, Joshi D. Distribution of ABO blood group and RH (D) factor in Western Rajasthan. J Med Res 2013; 3: 73- 75."
6500,1193857,17585137,7,A concise review of coenzyme q10 supplementation in the preventative treatment of migraine,J Med Case Rep Rev,2020,"Hoffman W, Luster JD, Izurieta R",vancouver,"A concise review of coenzyme q10 supplementation in the preventative treatment of migraine Hoffman W, Luster JD, Izurieta R J Med Case Rep Rev 2020","7. Hoffman W, Luster JD, Izurieta R. A concise review of coenzyme q10 supplementation in the preventative treatment of migraine. J Med Case Rep Rev. 2020;3(8):717-24."
6507,1299569,22348373,24,,,2023,,unparsed,,"Karataş Durmuş N, ‘Vergi İdaresi 3.0. Yapay Zekâ Perspektifinden Bir İnceleme, Maliye Dergisi, (2023); 184:225-253"
6548,1200777,18098301,13,KOBİ Sektöründen Girişimlerde Endüstri 4.0 Uygulamasında Yaşanan Sorunlar,Sürdürülebilirlik,2019,"Ingaldi, M",apa,"KOBİ Sektöründen Girişimlerde Endüstri 4.0 Uygulamasında Yaşanan Sorunlar Ingaldi, M Sürdürülebilirlik 2019","Ingaldi, M. ve Ulewicz, R. (2019). KOBİ Sektöründen Girişimlerde Endüstri 4.0 Uygulamasında Yaşanan Sorunlar . Sürdürülebilirlik, 12 (1), 217-230."
6559,1252770,20196065,39,"Kıbrıs müzakereleri ekseninde, Doğu Akdeniz’de enerji boyutuna bakış",Academia,2017,"Yorgancıoğlu, Ç",apa,"Kıbrıs müzakereleri ekseninde, Doğu Akdeniz’de enerji boyutuna bakış Yorgancıoğlu, Ç Academia 2017","Yorgancıoğlu, Ç. (2017). Kıbrıs müzakereleri ekseninde, Doğu Akdeniz’de enerji boyutuna bakış. Academia, 0(1), 1–17."
6560,1227199,19415312,12,Prognostic value of serum cardiac troponin t and nitric oxide as cardiac biomarkers in pregnancy toxemic goats,Glob Vet,2013,"Abdelaal A, Zaher H, Elgaml SA, Abdallah H",vancouver,"Prognostic value of serum cardiac troponin t and nitric oxide as cardiac biomarkers in pregnancy toxemic goats Abdelaal A, Zaher H, Elgaml SA, Abdallah H Glob Vet 2013","12. Abdelaal A, Zaher H, Elgaml SA, Abdallah H. Prognostic value of serum cardiac troponin t and nitric oxide as cardiac biomarkers in pregnancy toxemic goats. Glob Vet 2013; 11: 817-823."
6569,1260359,20526803,8,Modern recovery methods in used oil re-refining,Petroleum & Coal,2006,"Bridjanian H, Sattarin M",volume_pages,"Modern recovery methods in used oil re-refining Bridjanian H, Sattarin M Petroleum & Coal 2006","[8] Bridjanian H, Sattarin M. Modern recovery methods in used oil re-refining. Petroleum & Coal, 2006, 48(1), 40-43."
6587,1272915,21064818,33,Eğitim Araştırmalarında Likert Ölçeği ve Likert-Tipi Soruların Kullanımı ve Analizi,Sakarya Üniversitesi Eğitim Fakültesi Dergisi,2015,"Turan, İ., Şimşek, Ü., Aslan, H",loose_year,"Eğitim Araştırmalarında Likert Ölçeği ve Likert-Tipi Soruların Kullanımı ve Analizi Turan, İ., Şimşek, Ü., Aslan, H Sakarya Üniversitesi Eğitim Fakültesi Dergisi 2015","Turan, İ., Şimşek, Ü., Aslan, H. 2015. Eğitim Araştırmalarında Likert Ölçeği ve Likert-Tipi Soruların Kullanımı ve Analizi. Sakarya Üniversitesi Eğitim Fakültesi Dergisi, 30: 186-203."
6600,1298434,22296809,26,(2010).The effect of metacognition on the prospective science teachers’ academic achievement: an ex post facto research,The Journal of Institute of Social Sciences of Çukurova University,2010,"Emrahoğlu, N",volume_pages,"(2010).The effect of metacognition on the prospective science teachers’ academic achievement: an ex post facto research Emrahoğlu, N The Journal of Institute of Social Sciences of Çukurova University 2010","Emrahoğlu, N. & Öztürk, A. (2010).The effect of metacognition on the prospective science teachers’ academic achievement: an ex post facto research. The Journal of Institute of Social Sciences of Çukurova University, 19(2), 18-30."
6604,1298434,22296825,42,,,2010,,unparsed,,"Karakelle, S. & Saraç, S. (2010). A Review on Metacognition: Metacognitive Research or Metacognitive Approach? Turkish Psychological Articles, 13(26), 45-60."
6607,1229619,19485043,61,BİM Mağazalar Zincirinin 2008-2015 Dönemi Finansal Performansının ELECTRE III Yöntemi ile Ölçümü,Kırıkkale Üniversitesi Sosyal Bilimler Dergisi,2016,"Özbek, A",apa,"BİM Mağazalar Zincirinin 2008-2015 Dönemi Finansal Performansının ELECTRE III Yöntemi ile Ölçümü Özbek, A Kırıkkale Üniversitesi Sosyal Bilimler Dergisi 2016","Özbek, A. (2016). BİM Mağazalar Zincirinin 2008-2015 Dönemi Finansal Performansının ELECTRE III Yöntemi ile Ölçümü. Kırıkkale Üniversitesi Sosyal Bilimler Dergisi, 6(2), 273-288."
6653,1207966,18268026,4,,,2014,,unparsed,,"Bingöl, O, (2014). Birinci dünya savaşının muharebenin dönüşümündeki rolü, Milli Güvenlik ve Askerî Bilimler Akademik Dergisi, 1 (3) :1-31."
6658,1316149,23150813,16,The Sanford guide to antimicrobial ther-apy: Antimicrobial therapy,2011,2011,"Gilbert DN, Robert C, Moellering JMD, Eliopoulos GM, Sande MA",volume_pages,"The Sanford guide to antimicrobial ther-apy: Antimicrobial therapy Gilbert DN, Robert C, Moellering JMD, Eliopoulos GM, Sande MA 2011 2011","16. Gilbert DN, Robert C, Moellering JMD, Eliopoulos GM, Sande MA. The Sanford guide to antimicrobial ther-apy: Antimicrobial therapy. 2011;40:48-51."
6685,1192002,17441078,36,,,2005,,unparsed,,"Tigan, G., 2005 Analysis of a dynamical system derived from the lorenz system. Sci. Bull. Politehnica Univ. Timisoara Tomu 50: 61–72."
6697,1262766,20623122,15,Recommendations for the implementation of telemedicine within stroke systems of care: a policy statement from the American Heart Association,Stroke,2009,"Schwamm LH, Audebert HJ, Amarenco P, Chumbler NR, Frankel MR, George MG, ; American Heart Association Stroke Council; Council on Epidemiology and Prevention; Interdisciplinary Council on Peripheral Vascular Disease; Council on Cardiovascular Radiology and Intervention",vancouver,"Recommendations for the implementation of telemedicine within stroke systems of care: a policy statement from the American Heart Association Schwamm LH, Audebert HJ, Amarenco P, Chumbler NR, Frankel MR, George MG, ; American Heart Association Stroke Council; Council on Epidemiolo","15. Schwamm LH, Audebert HJ, Amarenco P, Chumbler NR, Frankel MR, George MG, et al; American Heart Association Stroke Council; Council on Epidemi- ology and Prevention; Interdisciplinary Council on Peripheral Vascular Disease; Council on Cardiovascular Radiology and Intervention. Recom- mendations for the implementation of telemedicine within stroke systems of care: a policy statement from the American Heart Association. Stroke. 2009;40(7):2635-60. [PubMed]"
6708,1312231,22872325,81,,,2005,,unparsed,,"YARAN, Rahmi. “Cüveyni Öncesi Makāsıd/Maslahat Söylemi”. Marmara Üniversitesi İlahiyat Fakültesi Dergisi 28 (2005/1): 93-123."
6712,1364620,25219491,35,Dicle Üniversitesi öğrencilerinde madde kullanımını belirleyen risk faktörleri,Klinik Psikiyatri,2009,"Yalçın, M., Eşsizoğlu, A., Akkoç, H., Yaşan, A., & Gürgen, F",apa,"Dicle Üniversitesi öğrencilerinde madde kullanımını belirleyen risk faktörleri Yalçın, M., Eşsizoğlu, A., Akkoç, H., Yaşan, A., & Gürgen, F Klinik Psikiyatri 2009","Yalçın, M., Eşsizoğlu, A., Akkoç, H., Yaşan, A., & Gürgen, F. (2009). Dicle Üniversitesi öğrencilerinde madde kullanımını belirleyen risk faktörleri. Klinik Psikiyatri, 12, 125–133."
6724,1206605,18403818,60,Ankara’nın başkent olma süreci,ODTÜ MFD,1988,"Tankut, G",apa,"Ankara’nın başkent olma süreci Tankut, G ODTÜ MFD 1988","Tankut, G. (1988). Ankara’nın başkent olma süreci. ODTÜ MFD, 8(2), 93-104."
6725,1206605,18403831,73,Yeni Türk devletlerinin posta pullarında Türk kimliği ve kültürü,Bilig,2016,"Yazıcı, K",apa,"Yeni Türk devletlerinin posta pullarında Türk kimliği ve kültürü Yazıcı, K Bilig 2016","Yazıcı, K. (2016). Yeni Türk devletlerinin posta pullarında Türk kimliği ve kültürü. Bilig, 77, 83-108."
6727,1229284,19316101,45,,,2012,,unparsed,,Simonyan J.B. & Omolehin R.A. (2012). Analysis of the Impact of Fadama II Project on Beneficiary Farmers Income in Kaduna State: A Double Difference Method Approach. International Journal of Economic and Management Science. 1(11):1-8.
6739,1216294,18995743,2,,,2014,,unparsed,,"Baijing, Q., Ning, Y., Xichao, X., Xianping, G., Chundun, W., 2014. Ideal spray boom response extraction with front and rear tires excited by step track. Trans. Chin. Soc. Agric. Mach., 2, 55–60."
6741,1393078,26215734,1,,,1885,,unparsed,,"[1] Weierstrass, K., Über die analytische Darstellbarkeit sogenannter willkürlicher Functionen einer reellen Veränderlichen. Sitzungsberichte der Königlich Preußischen Akademie der Wissenschaften zu Berlin, 2, 633-639, 1885."
6786,1382216,26551898,27,"Öğretmen adaylarının metaverse kavramına yönelik bilgi, tutum ve farkındalıklarının incelenmesi:Kırşehir ili örneği",Kırşehir Ahi Evran Üniversitesi Fen Bilimleri Enstitüsü Dergisi,2024,"Görkem, Z",apa,"Öğretmen adaylarının metaverse kavramına yönelik bilgi, tutum ve farkındalıklarının incelenmesi:Kırşehir ili örneği Görkem, Z Kırşehir Ahi Evran Üniversitesi Fen Bilimleri Enstitüsü Dergisi 2024","Görkem, Z. & Başarmak, U. (2024). Öğretmen adaylarının metaverse kavramına yönelik bilgi, tutum ve farkındalıklarının incelenmesi:Kırşehir ili örneği. Kırşehir Ahi Evran Üniversitesi Fen Bilimleri Enstitüsü Dergisi, 2(1), 19-31."
6800,1293824,22088554,21,,,1996,,unparsed,,"Merçil, Erdoğan, “Gazneliler”, DİA, XIII, İstanbul, 1996, 480–484."
6812,1219163,18737657,3,Nitel veri analizinde Miles-Huberman modeli,Ahi Evran Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2017,"Baltacı, A",apa,"Nitel veri analizinde Miles-Huberman modeli Baltacı, A Ahi Evran Üniversitesi Sosyal Bilimler Enstitüsü Dergisi 2017","Baltacı, A. (2017). Nitel veri analizinde Miles-Huberman modeli. Ahi Evran Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 3(1), 1-14."
6819,1221427,18828176,3,Ankara’da seçilen bazı hastanelerde afet yönetimine ilişkin mevcut durum değerlendirilmesi,Hacettepe Sağlık İdaresi Dergisi,2014,"Balçık Yalçın, P., Demir Bilgin, İ., & Ürek, D",apa,"Ankara’da seçilen bazı hastanelerde afet yönetimine ilişkin mevcut durum değerlendirilmesi Balçık Yalçın, P., Demir Bilgin, İ., & Ürek, D Hacettepe Sağlık İdaresi Dergisi 2014","Balçık Yalçın, P., Demir Bilgin, İ., & Ürek, D. (2014). Ankara’da seçilen bazı hastanelerde afet yönetimine ilişkin mevcut durum değerlendirilmesi. Hacettepe Sağlık İdaresi Dergisi, 17(1), 45–58."
6833,1319885,23367121,27,,,2017,,unparsed,,"Çağırkan, Barış. “Kültür Sosyolojisinde Metodoloji Tartışmaları: İdeoloji Olarak Kültür ve Eylem Olarak Kültür”. SDÜ Fen-Edebiyat Fakültesi Sosyal Bilimler Dergisi 42 (2017), 147-160."
