sample_index,publication_id,reference_id,match_status,match_score,yok_tez_no,yok_title,yok_author,yok_year,yok_university,yok_url,raw_context
8490,1335430,24039210,strong,1.0,565376,"Sühreverdî'nin Hadisçiliği ve Avârifu'l-Meârif Adlı Eserindeki Hadislerin Tahric, Tenkid ve değerlendirmesi",HACI YILDIZ,2019,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=9zIgIUFG8ZN2MxScHiNv7A,"Yıldız, H. (2019). Sühreverdî’nin hadisçiliği ve avârifu’l-meârif adlı eserindeki hadislerin tahric, tenkid ve değerlendirmesi (Tez no. 565376) [Yüksek lisans tezi, Binali Yıldırım Üniversitesi]. YÖK Ulusal Tez Merkezi."
8609,1336206,24070771,no_match,0.0,,,,,,,"Alaçam, O. D. (2019). Gastronomi Turizminde Türk Mutfağının Etkileri Trabzon İli Örneği. (Yayınlanmamış Yüksek Lisans Tezi). İstanbul: İstanbul Okan Üniversitesi Sosyal Bilimler Enstitüsü."
8632,1176801,16728373,strong,1.0,631916,Öğretmenlerin öğretmenlik mesleğine ve alternatif ölçme - değerlendirmeye yönelik tutumlarının incelenmesi,MUHAMED ERKUŞ,2020,İNÖNÜ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=j2rc41m9sqaxWBfz6ne2GQ,"Erkuş, M. (2020). Öğretmenlerin öğretmenlik mesleğine ve alternatif ölçme-değerlendirmeye yönelik tutumlarının incelenmesi. Yayımlanmamış yüksek lisans tezi, İnönü Üniversitesi, Eğitim Bilimleri Enstitüsü."
8633,1292639,22042740,no_match,0.0,,,,,,,"Akbaş, Bahattin. Hadislere göre Hz. Peygamber'in Şefaati Meselesi. Ankara: Ankara Üniversitesi, Sosyal Bilimler Enstitüsü, Yüksek Lisans Tezi, 1994."
8675,1231838,19351165,no_match,0.0,,,,,,,"Arkun, A. K., 2012. Ulus Historic City Center Cultural Landscape Components Change and Transformation. Dissertation, Ankara University Graduate School of Applied Sciences, Ankara, 458 pp."
8727,1387464,26013233,possible,0.609,581716,"1989 zorunlu göçü, göçmenlerin sosyal entegrasyonu: Çanakkale Şirinköy Bulgaristan göçmenleri üzerine bir araştırma",COŞKUN BORLAT,2019,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=AtvhCpZ5L6whlCtCFNyjqw,"Borlat, C. (2019). 1989 zorunlu göçü, göçmenlerin sosyal entegrasyonu: Çanakkale Şirinköy Bulgaristan göçmenleri üzerine bir araştırma. Yüksek Lisans Tezi, Çanakkale Onsekiz Mart Üniversitesi, Sosyal Bilimler Enstitüsü, Çanakkale."
8828,1304519,22555043,no_match,0.0,,,,,,,"Oktan G. 2024. Türkiye’nin hububat ürünlerindeki rekabet gücünün G7 ülkeleri ile karşılaştırılması. Yüksek lisans Tezi, Recep Tayyip Erdoğan Üniversitesi, Lisansüstü Eğitim Enstitüsü, Rize, Türkiye, pp: 84."
8862,1369207,25402111,strong,1.0,561644,"STEM etkinliklerinin 7. sınıf öğrencilerinin bilimsel süreç becerilerine, fen ve stem tutumlarına ve elektrik enerjisi ünitesindeki başarılarına etkisi",İDRİS DOĞAN,2019,BALIKESİR ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=wHqWKSykH018qm394WeyvQ,"Doğan, İ. (2019). STEM etkinliklerinin 7. sınıf öğrencilerinin bilimsel süreç becerilerine, fen ve STEM tutumlarına ve elektrik enerjisi ünitesindeki başarılarına etkisi (Tez No. 561644) [Doktora tezi, Balıkesir Üniversitesi-Balıkesir]. Yüksek Öğretim Kurulu Ulusal Tez Merkezi."
8864,1296102,22182063,strong,0.945,594721,Peygamberimizin hayatı dersi öğretim programları ve ders kitaplarının incelenmesi,OKAN ÇELİK,2019,MARMARA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=a01pPu2PvMs3xeFSSKd9VQ,"Çelik, Orhan. Peygamberimizin Hayatı Dersi Öğretim Programları ve Ders Kitaplarının İncelenmesi. İstanbul: Marmara Üniversitesi SBE, Yüksel Lisans Tezi, 2019."
8868,1187218,17501261,no_match,0.0,,,,,,,"Öztürk, S. (2007). The comparison of coaching skills of secondary school private and public school administrators. (Unpublished master thesis), Marmara University Institute of Education Sciences, İstanbul."
8890,1373891,25572528,no_match,0.0,,,,,,,"Bulut, Halil İbrahim. İbn Ebi Zeyd’in Akaid Risalesi ve Meşaddalli Şerhi. İstanbul: Marmara Üniversitesi, Sosyal Bilimler Enstitüsü, Yüksek Lisans Tezi, 1994."
9030,1182436,17125138,no_match,0.0,,,,,,,"Yazar, Sadık. “Anadolu Sahası Klâsik Türk Edebiyatında Tercüme ve Şerh Geleneği.” Doktora Tezi, İstanbul Üniversitesi, Sosyal Bilimler Enstitüsü, 2011."
9058,1319685,24023903,strong,1.0,473069,Derin kriyojenik işlemin aısı d2 soğuk iş takım çeliğinin işlenebilirliğine etkisi,MUSTAFA KARABATAK,2017,DÜZCE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=t1fe-pi9Cpln70VJPiIHww,"[32] Karabatak, M. (2017). Derin kriyojenik işlemin AISI D2 soğuk iş takım çeliğinin işlenebilirliğine etkisi. (Tez no. 473069) [Yüksek Lisans Tezi, Düzce Üniversitesi Fen Bilimleri Enstitüsü]."
9063,1227362,19099258,strong,1.0,607654,Davranışsal iktisat ve bireylerin karar verme sürecinde ortaya çıkan gizli tuzaklar üzerine bir inceleme,TUĞBA SOLAK,2019,AYDIN ADNAN MENDERES ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=g6Temcgwbqq6iyECMTGQ3Q,"Solak, T. (2019). Davranışsal iktisat ve bireylerin karar verme sürecinde ortaya çıkan gizli tuzaklar üzerine bir inceleme [Yüksek Lisans Tezi]. Aydın Adnan Menderes Üniversitesi."
9078,1336475,24080897,no_match,0.0,,,,,,,"Talka, Santeri. Open Regionalism in a Global System: The Political Economy of Central Asian Regional Integration, MA Thesis, Helsinki University, 2018."
9098,1369611,25415600,possible,0.69,363334,Yeni ürün geliştirme ve ortak pazarlama stratejisi: Trabzon yöresel turizm destinasyonları örneği,HAYRİ UYGUN,2014,KARADENİZ TEKNİK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=MrWn69B2Vodf15Kgu_2v_g,"Uygun, H. (2014). Yeni ürün geliştirme ve ortak pazarlama stratejisi: Trabzon yöresel turizm destinasyonları örneği (Yüksek lisans tezi). Karadeniz Teknik Üniversitesi, Sosyal Bilimler Enstitüsü, İşletme Ana Bilim Dalı."
9105,1345072,24681152,strong,1.0,393096,Sağlıkta şiddet haberlerinin basına yansıması,ÖZLEM DUĞAN,2015,SELÇUK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=vXyMF7ag8E1HCoYXO3JWlQ,"Duğan, Ö. (2015). Sağlıkta şiddet haberlerinin basına yansıması (Yayımlanmamış doktora tezi). Selçuk Üniversitesi Sosyal Bilimler Enstitüsü."
9109,1342723,24318686,strong,0.907,688463,Sezaryen ameliyatı sonrası oral sıvı alımına erken başlanılmasının ve erken mobilizasyonun gaz çıkışına etkisi,MELİHA BAŞ,2021,İSTANBUL MEDİPOL ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=YmgwGM1awkisBDPkkKB2Lw,1. Baş M. Sezaryen Ameliyatı Sonrası Oral Sıvı Alımına Erken Başlanılmasının ve Erken Mobilizasyonun Gaz Çıkışına Etkisi. Master’s Thesis 2021.
9126,1264941,20844642,no_match,0.0,,,,,,,"Mende, C. M., & Küenzlen, S. M. N. (2022). The impact of Transformational Leadership on the employees’ perceived Technostress Level (Dissertation). Retrieved from https://urn.kb.se/resolve?urn=urn:nbn:se:lnu:diva-114080"
9177,1182308,16994965,strong,1.0,373771,Öğrenme güçlüğü çeken çocuklar için el yazısı tanıma ile öğrenmeyi kolaylaştırıcı bir mobil öğrenme uygulaması tasarımı,BANU YILMAZ,2014,MALTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=GTXagn5KBe6IHXwnRRfrSA,"Yılmaz, B. (2014). Öğrenme güçlüğü çeken çocuklar için el yazısı tanıma ile öğrenmeyi kolaylaştırıcı bir mobil öğrenme uygulaması tasarımı. [Yayımlanmamış yüksek lisans tezi]. Maltepe Üniversitesi."
9186,1369160,25400111,no_match,0.0,,,,,,,"Mendoza, R. (2021). Family involvement in the classroom Unpublished Master's Thesis. [Unpublished master's thesis, San Marcos: California State University]."
9266,1278876,21344991,no_match,0.0,,,,,,,"Güneri B.E., 2010. Nohut Çeşitlerinde Kuraklığa Bağlı Oksidatif Stresin Fizyolojik ve Biyokimyasal Parametrelerle Belirlenmesi. PhD Thesis. Ankara University (unpub¬lished), Turkey."
9276,1347981,24526321,strong,1.0,556328,Gevale kalesi kazılarında bulunan Ortaçağ seramikleri,HASAN HÜSEYİN ÖZDENİZ,2019,NECMETTİN ERBAKAN ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=5GCkk5qlnvwsVZ3Fh2yvJA,"Özdeniz, H.H. (2019). Gevale Kalesi kazılarında bulunan Orta Çağ seramikleri (Tez No: 556328). [Yayımlanmamış Yüksek Lisans Tezi, Necmettin Erbakan Üniveristesi Sosyal Bilimler Enstitüsü]. YÖK Tez Merkezi."
9289,1288540,21875666,no_match,0.0,,,,,,,"Bakhshaliyeva, I. (2020). From novel ınto fılm: atonement. (Yayınlanmamış yüksek lisans tezi). Tartu Üniversitesi."
9427,1282955,21581052,strong,0.926,306783,Vakum ve modifiye atmosfer ambalajlamanın Kayseri mantısının bazı kalite nitelikleri üzerine etkisi,SERHAN SİTTİ,2011,ERCİYES ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=-w3Xh3xA0XfQ6YNiN3UvrA,"Sitti, S. (2011). Vakum ve modifiye atmosfer ambalajlamanın Kayseri mantısının bazı kalite nitelikleri üzerine etkisi (Master’s thesis). Erciyes Üniversitesi, Fen Bilimleri Enstitüsü Kayseri."
9476,1156171,17531591,no_match,0.0,,,,,,,"PEACE, R. (1999). “Surface Tension: Place/Poverty/Policy – from ‘Poverty’ to Social Exclusion: Implications of Discursive Shifts in European Union Poverty Policy 1975-1999” [Basılmamış Doktora Tezi]. Waikato Üniversitesi."
9503,1229385,19210577,no_match,0.0,,,,,,,"Şahin, M., 2019. Effect of Type, Color and Hanging Height of Ips sexdentatus Pheromone Traps on Capture Rates. Graduate School of Natural and Applied Sciences, Kastamonu University, (Unpublished) M.Sc. Thesis, Kastamonu, 56 pp (in Turkish with abstract in English)."
9519,1155056,16162566,strong,0.935,463429,"Hekimlerin algıladıkları stres düzeyi, psikolojik dayanıklılıkları ve yaşam doyumları arasındaki ilişkinin incelenmesi",BURCU ERGÜNER,2017,UFUK ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=mC_AhKxuh-wS3mH-fQgq0w,"Ergüner, B. (2017). Hekimlerin algıladıkları stres düzeyi, psikolojik dayanıklılıkları ve yaşam doyumları arasındaki ilişkinin incelenmesi. Yayın No. 463429 (Yüksek Lisans Tezi). Ufuk Üniversitesi, Ankara."
9649,1244472,19845789,no_match,0.0,,,,,,,"Göcekli, S. G. B. (2016). Türkiye'de ham petrol fiyatlarıyla döviz kuru arasındaki ilişki: Ampirik bir analiz (Yüksek Lisans Tezi), Adnan Menderes Üniversitesi Sosyal Bilimler Enstitüsü, Aydın. Erişim adresi: http://adudspace.adu.edu.tr:8080/xmlui/handle/11607/2920."
9677,1295889,22168349,no_match,0.0,,,,,,,"Rand DA. 1997. Comparative analysis of Superpave gyratory compactors and TxDOT gyratory compactors. Master Thesis, University of Texas at Austin, Texas, USA."
9706,1305489,22589387,no_match,0.0,,,,,,,"Yakar, S. (2015). Turizm Işletmelerinde Duygusal Emek ve Tükenmişlik Ilişkisi: Otel Işletmelerine Yönelik Bir Araştırma (Unpublished Master’s Thesis). Dokuz Eylül Üniversitesi, İzmir."
9749,1184463,17087897,no_match,0.0,,,,,,,"Doğan D. 2010. Katı Atık Depolama Sahalarında Peyzaj Onarım Süreci: Edirne İli Örneği. Yüksek Lisans Tezi. Fen Bilimleri Enstitüsü, Namık Kemal Üniversitesi, Tekirdağ, Türkiye."
9777,1273020,21069525,no_match,0.0,,,,,,,"Eren, N.Ö. Taş ocağı işletmelerinde iş sağlığı ve güvenliği şartları. Konya Teknik Üniversitesi Lisansüstü Eğitim Enstitüsü Maden Mühendisliği Ana Bilim Dalı. Yüksek Lisans Tezi. Konya 2019."
9849,1341237,25092059,no_match,0.0,,,,,,,"Demir, E. (2016). Lala Mustafa Paşa’nın hayatı ve siyasi faaliyetleri (Yayımlanmamış yüksek lisans tezi). Marmara Üniversitesi Türkiyat Araştırmaları Enstitüsü."
9911,1248739,20014950,no_match,0.0,,,,,,,"Kisbet İ K, ‘Kentsel Dönüşüm Hukukunda Riskli Yapı Tespiti’ (Yüksek Lisans Tezi, Maltepe Üniversitesi, 2022)."
9915,1368411,25377037,strong,1.0,296663,Lise son sınıf öğrencilerinin meslek seçimi kararlarında benlik algısının önemi,ÇİĞDEM ÇINAR,2011,MALTEPE ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=HEaYWztAKk8D6D2SH4nlBQ,"Çınar, Ç. (2011). Lise son sınıf öğrencilerinin meslek seçimi kararlarında benlik algısının önemi. [Yüksek lisans tezi]. Maltepe Üniversitesi."
9947,1258887,20462215,strong,1.0,240049,Değerler eğitiminde kahramanlardan yararlanma,MECNUN ASLAN,2009,GAZİOSMANPAŞA ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=h6BxLv9Zp7UsB0GpYPmUFw,"Aslan, M. (2009). Değerler eğitiminde kahramanlardan yararlanma. (Yayımlanmamış yüksek lisans tezi). Gaziosmanpaşa Üniversitesi, Tokat."
9979,1310378,22773618,no_match,0.0,,,,,,,"Keskin, F. F. (2018), Türkiye’deki Teknopark Firmalarında Sosyal Sermaye, Bilgi Paylaşımı, Örgütsel Çiftyönlülük ve Firma Performansı Arasındaki İlişki, Yayımlanmamış Yüksek Lisans Tezi, Orta Doğu Teknik Üniversitesi Sosyal Bilimler Enstitüsü, Ankara."
9985,1267581,20810103,strong,1.0,525877,Akıllı telefon kullanımı ile duygusal zeka ve yaşam doyumu arasındaki ilişkinin incelenmesi,TANER CAYHAN,2017,İSTANBUL GELİŞİM ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=grY2Vbu0XvOjt3duyF1z8g,12. Cayhan T. Akıllı telefon kullanımı ile duygusal zekâ ve yaşam doyumu arasındaki ilişkinin incelenmesi. Yüksek Lisans Tezi. İs- tanbul: İstanbul Gelişim Üniversitesi Sosyal Bilimler Enstitüsü; [Article in Turkish] 2017.
9986,1333018,23949672,no_match,0.0,,,,,,,"Bayramin, T. (2020). Determining the 6th grade students' problem-solving strategies in intelligence games [Master’s thesis]. Istanbul University. Council of Higher Education National Thesis Center (Publication No. 636187)."
9987,1333018,23949690,no_match,0.0,,,,,,,"Grundmeier, T. A. (2003). The effects of providing mathematical problem posing experiences for K-8 preservice teachers: Investigating teachers’ beliefs’ and characteristics of posed problems [Doctoral dissertation]. Retrieved from ProQuest Dissertations & Theses (PQDT) Global. (3083732)"
9995,1367325,25796387,strong,0.955,459955,OKB tanısı almamış beliren yetişkinlikte obsesif-kompulsif belirtilerin ve belirti şiddetlerin cinsiyet açısından dağılımının incelenmesi,TÜLAY ÖNEKER,2017,ÇAĞ ÜNİVERSİTESİ / ,https://tez.yok.gov.tr/UlusalTezMerkezi/tezDetay.jsp?id=2VRp5Dh6jCS8-MThIpCq5A,"Öneker, T. (2017). OKB tanısı almamış beliren yetişkinlikte obsesif-kompulsif belirtilerin ve belirti şiddetlerin cinsiyet açısından dağılımının incelenmesi (Yayınlanmamış yüksek lisans tezi). Çağ Üniversitesi, Mersin."
