sample_index,publication_id,reference_id,reference_order,target_publication_id,reference_year,reference_journal_code,reference_authors,source_doi,hidden_doi,trdizin_status,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_issn,target_eissn,target_doc_type,request_error,context
2094,1233131,19411769,46,201555,2014,1034,Elif SAZAK PINAR; Derya KOCABIYIK,,,strong_trdizin_id,,no_doi,,ORTADÜZEYDE ZİHİNSEL YETERSİZLİĞİ OLAN ÖĞRENCİLERE ÖRÜNTÜ OLUŞTURMA BECERİSİNİN ÖĞRETİMİNDE DOĞRUDAN ÖĞRETİM YÖNTEMİNİN ETKİLİLİĞİ,2014,Abant İzzet Baysal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,1034,1303-0035,2147-3064,PAPER,,"Pınar, E. S., & Kocabıyık, D. (2014). Orta düzeyde zihinsel yetersizliği olan öğrencilere örüntü oluşturma becerisinin öğretiminde doğrudan öğretim yönteminin etkililiği. Abant İzzet Baysal Üniversitesi Sosyal Bilimler Enstitüsü Dergisi. 14(3), 281- 300."
2126,1291283,21990681,12,273278,2017,1958,Güler DURU AŞİRET; Funda ÇETİNKAYA,,,strong_trdizin_id,,no_doi,,Dahilive Cerrahi Kliniklerindeki Hastaların Öğrenim Gereksinimlerinin Belirlenmesi,2017,Dokuz Eylül Üniversitesi Hemşirelik Fakültesi Elektronik Dergisi,1958,,2149-0333,PAPER,,"Çetinkaya F, Aşiret GD. Dahili ve Cerrahi Kliniklerindeki Hastaların Öğrenim Gereksinimlerinin Belirlenmesi. Dokuz Eylül Üniversitesi Hemşirelik Fakültesi Elektronik Dergisi. 2017; 10(2): 93-99."
2192,1298588,22304638,25,1127307,2022,607,İhsan ÇAPCIOĞLU; Ahmed Hamza ALPAY,,,strong_trdizin_id,,no_doi,,GeçmiştenGeleceğe Din ve Türklerin Din Anlayışı,2022,Türk Kültürü ve Hacı Bektaş Veli Araştırma Dergisi,607,1306-8253,2147-9895,PAPER,,"Çapcıoğlu İ,  Alpay AH. Religion from the Past to the Future and the Understanding of Religion of the Turks. Turkish Culture And Hacı Bektas Veli Research Quarterly Spring. 2022;101:457-78."
2206,1195095,17974873,1,184771,2014,623,Mehmet AKÇAAL,,,strong_trdizin_id,,no_doi,,BORÇLARKANUNUNUN GENEL İŞLEM KOŞULLARINA DAİR HÜKÜMLERİ HAKKINDA BİR İNCELEME,2014,Gazi Üniversitesi Hukuk Fakültesi Dergisi,623,1302-0013,,PAPER,,"Akçaal, Mehmet. “Borçlar Kanununun Genel İşlem Koşullarına Dair Hükümleri Hakkında Bir İnceleme”. Gazi Üniversitesi Hukuk Fakültesi Dergisi 18/1 (2014), 49-69."
2235,1212377,18489882,2,170523,2015,640,Hande Bahar AYKAÇ,,,strong_trdizin_id,,no_doi,,Hukuksalaçıdan çocuk ve genç işçiliği,2015,Türkiye Barolar Birliği Dergisi,640,1304-2408,,PAPER,,"Aykaç HB, ‘Hukuksal Açıdan Çocuk ve Genç İşçiliği’ (2015) (116) Türkiye Barolar Birliği Dergisi 335-386"
2292,1205630,18117541,14,228962,2016,821,İbrahim ERTEKİN; Adem EROL; Bedir KATRANCI; MUSTAFA KIZILŞİMŞEK; Rukiye DÖNMEZ,,,strong_trdizin_id,,no_doi,,"SilajMikro Florasının Birbirleri İle İlişkileri, Silaj Fermentasyonu ve Kalitesi Üzerine Etkileri",2016,Kahramanmaraş Sütçü İmam Üniversitesi Doğa Bilimleri Dergisi,821,,1309-1743,PAPER,,"Kizilsimsek M, Erol A, Ertekin I, Donmez R, Katranci B 2016. Relationship among silage micro flora and their effects on silage fermentation and quality. KSU J Nat Sci, 19(2): 136-140."
2331,1269165,20883592,7,384123,2019,1242,Erinsel Deniz ÖNDER; Mücella ATEŞ,,,strong_doi_crossref,10.5505/megaron.2018.45087,ok,10.5505/megaron.2018.45087,Akıllı Şehir’ Kavramı ve Dönüşen Anlamı Bağlamında Eleştiriler*,2019,Megaron,1242,1305-5798,1309-6915,PAPER,,"Ateş, M., Önder, D.E., 2019. Akıllı Şehir Kavramı ve Dönüşen Anlamı Bağlamında Eleştiriler. Megaron, 14(1), 41-50."
2349,1307176,24131866,31,63909,2006,274,ŞÜkrü KOÇ; Öner ÖZMEN,,,strong_trdizin_id,,no_doi,,"KamanKırşehir, Türkiye) florit cevherleşme alanlarında Thymus Siphyleus Boiss subsp. Rosulans (Borbas) ve Bromus Sterilis L. Poaceace (Gramineae) türlerinde florür ve iz element birikimi",2006,Gazi Üniversitesi Mühendislik Mimarlık Fakültesi Dergisi,274,1300-1884,1304-4915,PAPER,,"31.Özmen, Ö., Koç, Ş. 2006. Kaman (Kırşehir, Türkiye) florit cevherleşme alanlarında Thymus siphyleus Boiss subsp. Rosulans (Borbas) ve Bromus sterilis L. poaceace (Gramineae) türlerinde florür ve iz element birikimi. Gazi Üniversitesi Mühendislik Mimarlık Fakültesi Dergisi 21(4):729-735."
2352,1161691,16095270,18,126674,2011,469,Murat PEKTAŞ; S.Tunay KAMER,,,strong_trdizin_id,,no_doi,,FenBilgisi Öğretmen Adaylarının Öğretmenlik Mesleğine Yönelik Tutumları,2011,Türk Eğitim Bilimleri Dergisi,469,1303-8451,2459-1912,PAPER,,"Pektaş, M. & Kamer, S. T. (2011). Fen bilgisi öğretmen adaylarının öğretmenlik mesleğine yönelik tutumları. Türk Eğitim Bilimleri Dergisi, 9(4), 829-850."
2358,1247430,19964320,44,364905,2019,1159,Hayati BEŞİRLİ; Zeynep Serap TEKTEN AKSÜRMELİ,,,strong_trdizin_id,,no_doi,,VEGANKİMLİĞİN OLUŞUMU: VEGAN OLMAK VE VEGAN KALMAK,2019,Akademik Hassasiyetler,1159,2148-5933,,PAPER,,"Tekten Aksürmeli, Z.S. & Beşirli, H. (2019). Vegan kimliğin oluşumu: Vegan olmak ve vegan kalmak. Akademik Hassasiyetler, 6(12), 223-249."
2394,1210401,18387281,33,211443,2016,557,Ece ÜNÜR,,,strong_trdizin_id,,no_doi,,GELENEKSELMEDYA'NIN SOSYAL MEDYAYI NASIL KULLANDIĞINA İLİŞKİN BİR İNCELEME: DİZİLERİN TWİTTER KULLANIMI,2016,Türkiye Sosyal Araştırmalar Dergisi,557,1301-370X,,PAPER,,"ÜNÜR, E. (2016). “Geleneksel Medya’nın Sosyal Medyayı Nasıl Kullandığına İlişkin Bir İnceleme: Dizilerin Twitter Kullanımı”. Türkiye Sosyal Araştırmalar Dergisi, 20(1), 153-170."
2501,1197698,17759827,1,503789,2021,2960,Ensar ALEMDAR,,,strong_trdizin_id,,no_doi,,SakatÖzürlü ve Engelli Kavramları: Tarifleri ve Farkları,2021,Zemin: Edebiyat dil ve kültür araştırmaları,2960,2757-7473,,PAPER,,"Alemdar, E. (2021). Sakat, Özürlü ve Engelli Kavramları: Tarifleri ve Farkları, Zemin, Sayı 2, 28-49."
2647,1368518,25380716,31,1055912,2021,2950,Tuba KELEP PEKMEZ,,,strong_trdizin_id,,no_doi,,CezaMuhakemesinde Objektif Bir Taraf Olarak Savcılık Makamı,2021,Anadolu Üniversitesi Hukuk Fakültesi Dergisi,2950,,2687-394X,PAPER,,"Kelep Pekmez, Tuba, “Ceza Muhakemesinde Objektif Bir Taraf Olarak Savcılık Makamı”, AndHD, C. 7, S. 2, 2021, s. 275-291."
2650,1283462,21615502,23,446811,2021,769,Ali Osman KARAOĞLU,,,strong_trdizin_id,,no_doi,,TürkHukukunda Milletlerarası Andlaşmalardan Tek Taraflı Çekilme,2021,Bahçeşehir Üniversitesi Hukuk Fakültesi Dergisi,769,1304-7949,,PAPER,,"Karaoğlu AO, ‘Türk Hukukunda Milletlerarası Andlaşmalardan Tek Taraflı Çekilme’ (2021) 16(203) Bahçeşehir Üniversitesi Hukuk Fakültesi Dergisi 1083-1106. Kelsen H, Principles of International Law (Rinehart 1952)."
2654,1174005,16612144,10,595,2004,186,Mustafa ERBAŞ; Mustafa Kemal USLU; Muharrem CERTEL,,,strong_trdizin_id,,no_doi,,Yaşve kuru tarhananın şeker içeriğine frmentasyon ve depolamanın etkisi,2004,GIDA,186,1300-3070,1309-6273,PAPER,,"Erbaş M, Certel M, Uslu MK. 2004.Yaş ve Kuru Tarhananın Şeker İçeriğine Fermentasyonun ve Depolamanın Etkisi, Gıda, 29(4): 299-305."
2663,1185704,17660560,50,106056,2010,510,Cem Harun MEYDAN; Mustafa POLAT,,,strong_trdizin_id,,no_doi,,Örgütselözdeşleşmenin sinizm ve işten ayrılma niyeti ile ilişkisi üzerine bir araştırma,2010,Savunma Bilimleri Dergisi,510,1303-6831,2148-1776,PAPER,,"Polat, M. & Meydan, C. H. (2010). Örgütsel özdeşleşmenin sinizm ve işten ayrılma niyeti ile ilişkisi üzerine bir araştırma. Savunma Bilimleri Dergisi, 9(1), 145-172."
2683,1206271,18176569,33,67372,2007,484,Dilek ERGİN; Dilek ÖZMEN; Aynur Ç. ÇETİNKAYA; Dündar Pınar ERBAY; Nesrin ŞEN,,,strong_trdizin_id,,no_doi,,Liseöğrencilerinin yeme alışkanlıkları ve beden ağırlığını denetleme davranışları,2007,TSK Koruyucu Hekimlik Bülteni,484,1303-734X,,PAPER,,"33 Özmen D, Çetinkaya A.Ç. Ergin D, Şen N, Erbay Dündar P. Lise öğrencilerinin yeme alışkanlıkları ve beden ağırlığını denetleme davranışları. TSK Koruyucu Hekimlik Bülteni 2007;6(2):98-105."
2710,1355108,24816087,29,79708,2008,501,Doğan Nadi LEBLEBİCİ,,,strong_trdizin_id,,no_doi,,YönetimBilimi Açısından Klasik Dönemi Hatırlamaya İlişkin Bir Çalışma,2008,Dumlupınar Üniversitesi Sosyal Bilimler Dergisi,501,,2587-005X,PAPER,,"Leblebici, D. N. (2008). Yönetim bilimi açısından klasik dönemi hatırlamaya ilişkin bir çalışma. Dumlupınar Üniversitesi Sosyal Bilimler Dergisi (21), 99-118."
2729,1369382,25407777,69,1108098,2022,1086,Tuncay TÜRKBEN,,,strong_trdizin_id,,no_doi,,TürkçeÖğretmenlerinin Sınıf İçi Öğrenme Becerilerini Ölçme ve Değerlendirme Yeterlikleri,2022,EĞİTİM VE İNSANİ BİLİMLER DERGİSİ: TEORİ VE UYGULAMA,1086,1309-8659,,PAPER,,"Türkben, T. (2022). Türkçe öğretmenlerinin sınıf içi öğrenme becerilerini ölçme ve değerlendirme yeterlikleri. Eğitim ve İnsani Bilimler Dergisi: Teori ve Uygulama, 13(25), 45-72."
2774,1263393,20640676,17,202796,2016,1098,Zerrin KÖŞKLÜ,,,strong_trdizin_id,,no_doi,,GELENEKSELERZURUM EVLERİNDE KURUNLU ÇEŞMELER,2016,Atatürk Üniversitesi Güzel Sanatlar Enstitüsü Dergisi,1098,1300-9206,2687-4288,PAPER,,"Köşklü, Z. (2016), Geleneksel Erzurum Evlerinde Kurunlu Çeşmeler, Atatürk Üniversitesi Güzel Sanatlar Enstitüsü Dergisi, (36), 111-136."
2777,1191621,17407765,22,187899,2015,1082,Hakan KARAKEHYA,,,strong_trdizin_id,,no_doi,,CezaMuhakemesinde Sanığın Meramını Anlatabilme Hakkının Unsurları,2015,Ceza Hukuku ve Kriminoloji Dergisi,1082,,2602-3911,PAPER,,"KARAKEHYA, Hakan: “Ceza Muhakemesinde Sanığın Meramını Anlatabilme Hakkının Unsurları”, Ceza Hukuku ve Kriminoloji Dergisi, 2015, Cilt 3, Sayı 2, s. 199-226 (Meramını Anlatabilme Hakkı)."
2877,1227928,19131895,40,121014,2010,363,Meltem Dil ŞAHİN; Ceren Giderler ATALAY; NEZİRE DERYA ERGUN ÖZLER,,,strong_trdizin_id,,no_doi,,Teorikbir çerçevede whistleblowing-etik ilişkisi,2010,Eskişehir Osmangazi Üniversitesi Sosyal Bilimler Dergisi,363,1302-9703,2149-9047,PAPER,,"Ergun Özler, D.E., Dil Şahin, M. & Atalay Giderler, C. (2010). Teorik bir çerçevede Whistleblowing- etik ilişkisi. Eskişehir Osmangazi Üniversitesi Sosyal Bilimler Dergisi, 11 (2), 1302-9703."
2910,1249939,20078382,8,1126573,2021,848,Ahmet ÇALIK,,,strong_trdizin_id,,no_doi,,GRUPKARAR VERME YÖNTEMLERİNİ KULLANARAK YEŞİL TEDARİKÇİ SEÇİMİ: GIDA ENDÜSTRİSİNDEN BİR ÖRNEK OLAY ÇALIŞMASI,2021,Ekonomik ve Sosyal Araştırmalar Dergisi,848,1306-2174,1306-3553,PAPER,,"Çalık A. 2021. Grup karar verme yöntemlerini kullanarak yeşil tedarikçi seçimi: Gıda endüstrisinden bir örnek olay çalışması. Ekon Sos Araş Derg, 17(1): 1-16."
2924,1304716,23544440,2,309692,2017,1839,Nevra AKDEMİR; F.Serkan ÖNGEL,,,strong_trdizin_id,,no_doi,,Gaziantepte Göç ve Yerellik Üzerinden Birikim Dinamikleri,2017,Emek Araştırma Dergisi,1839,1305-6182,,PAPER,,"Akdemir, N., & Öngel, F. S. (2017). The Dynamics of Accumulation Through Migration and Localities in Gaziantep, Emek Araştırma Dergisi, 8(11), 55-74. http://www.emekarastirma.org/uploads/dergi/2910.pdf"
2944,1323707,23544845,9,1136343,2022,640,Aynur AYDIN; Yavuz Özhan Türker,,,strong_trdizin_id,,no_doi,,ORMANALANLARININ TURİZME TAHSİSİNDE HUKUKİ SÜREÇ,2022,Türkiye Barolar Birliği Dergisi,640,1304-2408,,PAPER,,"Aydın, A. & Türker, Y. Ö. (2022). Orman alanlarının turizme tahsisinde hukuki süreç. TBB Dergisi 160: 125-150."
2955,1331423,23874781,14,81553,2007,580,Nurcan DEMİRALP,,,strong_trdizin_id,,no_doi,,CoğrafyaEğitiminde Materyaller ve 2005 Coğrafya Dersi Öğretim Programı,2007,Kastamonu Üniversitesi Kastamonu Eğitim Dergisi,580,1300-8811,,PAPER,,"Demiralp, N. (2007). Coğrafya eğitiminde materyaller ve 2005 coğrafya dersi öğretim programı. Kastamonu Eğitim Dergisi, 15(1), 373-384."
2956,1331423,23874797,30,83048,2006,1230,Pınar KÖSEOĞLU; Haluk SORAN,,,strong_trdizin_id,,no_doi,,BiyolojiÖğretmenlerinin Araç-Gereç Kullanımına Yönelik Tutumları,2006,Hacettepe Üniversitesi Eğitim Fakültesi Dergisi,1230,1300-5340,2536-4758,PAPER,,"Köseoğlu, P. ve Soran, H. (2006). Biyoloji öğretmenlerinin araç-gereç kullanımına yönelik tutumları. Hacettepe Üniversitesi Eğitim Fakültesi Dergisi, 30, 159-165."
2966,1288533,22538549,39,121410,2011,522,Yasemin YAVUZER,,,strong_trdizin_id,,no_doi,,Okullardasaldırganlık/şiddet: okul ve öğretmenle ilgili risk faktörleri ve önleme stratejileri,2011,Milli Eğitim,522,1302-5600,2791-7657,PAPER,,"Yavuzer, Y. (2011). Okullarda saldırganlık/şiddet: okul ve öğretmenle ilgili risk faktörleri ve önleme stratejileri. Milli Eğitim Dergisi, 41(192), 43-61."
2984,1256049,20340190,22,263319,2017,580,Genel Bir BAKIŞ,,,strong_trdizin_id,,no_doi,,GelenekselÇocuk Oyunlarının Matematiğe Uyarlanması ve Uygulanması Sürecindeki Kazanım ve Problemlere,2017,Kastamonu Üniversitesi Kastamonu Eğitim Dergisi,580,1300-8811,,PAPER,,"Karadeniz, M. H. (2017). Geleneksel Çocuk Oyunlarının Matematiğe Uyarlanması ve Uygulanması Sürecindeki Kazanım ve Problemlere Genel Bir Bakış, Kastamonu Education Journal, 25(6), 2245-2262."
2996,1190463,17369262,40,196748,2015,589,M Fatih BUĞAN; Cengiz TORAMAN; H. Ali ATA,,,strong_trdizin_id,,no_doi,,MEVDUATVE KATILIM BANKALARININ KARŞILAŞTIRMALI PERFORMANS ANALİZİ,2015,Cumhuriyet Üniversitesi İktisadi ve İdari Bilimler Dergisi,589,1303-1279,,PAPER,,"Toraman, C., Ata, H. A., & Buğan, M. Fatih. (2015). Mevduat ve Katılım Bankalarının Karşılaştırmalı Performans Analizi. Cumhuriyet Üniversitesi İktisadi ve İdari Bilimler Dergisi, 16(2), 301-310."
3042,1283770,21629059,46,126038,2011,373,Ebru ÖZTÜRK; Suna Kaymak ÖZMEN,,,strong_trdizin_id,,no_doi,,"ÖğretmenAdaylarının Problemli internet kullanım davranışlarının, kişilik tipi, utangaçlık ve demografik değişkenlere göre incelenmesi*",2011,Kuram ve Uygulamada Eğitim Bilimleri,373,1303-0485,2148-7561,PAPER,,"47. Öztürk E, Özmen-Kaymak S. An investigation of the problematic internet use of teacher candidates based on personality types, shyness and demographic factors. Educ Sci: Theory Pract [Article in Turkish] 2011;11:1785–808."
3065,1287827,22429576,31,83992,2005,397,Aşkın KESER,,,strong_trdizin_id,,no_doi,,ÇalışmaYaşamı ile Yaşam Doyumu İlişkisine Teorik Bakış,2005,İstanbul Üniversitesi İktisat Fakültesi Mecmuası,397,1304-0235,,PAPER,,"Keser, A. (2005). Çalışma yaşamı ile yaşam doyumu ilişkisine teorik bakış. İstanbul Üniversitesi İktisat Fakültesi Mecmuası, 55(1), 897-913."
3194,1244146,19833839,20,128981,2011,1447,Hakan DEMİRGİL,,,strong_trdizin_id,,no_doi,,"Politikistikrarsızlık,belirsizlik ve makroekonomi: Türkiye örneği (1970-2006)",2011,Marmara Üniversitesi İktisadi ve İdari Bilimler Dergisi,1447,2149-1844,2587-2672,PAPER,,"Demirgil, H. (2011). Politik İstikrarsızlık, Belirsizlik ve Makroekonomi: Türkiye Örneği (1970-2006). Marmara Üniversitesi İktisadi ve İdari Bilimler Dergisi, 31(2), 123-144."
3252,1324463,23574502,6,160221,2011,405,Selçuk BALI; Mehmet Ozan CİNEL,,,strong_trdizin_id,,no_doi,,Altınfiyatlarının imkb 100 endeksi'ne etkisi ve bu etkinin ölçümlenmesi,2011,Atatürk Üniversitesi İktisadi ve İdari Bilimler Dergisi,405,1300-4646,2147-7582,PAPER,,"Balı, S., & Cinel, M. (2011). Altın Fiyatlarının İMKB 100 Endeksi’ne Etkisi Ve Bu Etkinin Ölçümlenmesi. Atatürk Üniversitesi İktisadi Ve İdari Bilimler Dergisi, 25(3-4), 45-63."
3342,1347318,24500129,17,232963,2016,541,Yılmaz BAYHAN,,,strong_trdizin_id,,no_doi,,İkinciÜrün Ayçiçeği Üretiminde Farklı Toprak İşleme ve Doğrudan Ekim Yöntemlerinin Enerji Kullanım Etkinliğinin Karşılaştırılması,2016,Tekirdağ Ziraat Fakültesi Dergisi,541,1302-7050,2146-5894,PAPER,,"Bayhan, Y. (2016). Comparison of energy use efficiency of different tillage methods and notillage on the secondary crop sunflower production. Journal of Tekirdag Agricultural Faculty, 13(2): 102-109 (In Turkish)"
3345,1232199,19556526,22,1189691,2022,1445,Güven DELİCE; Hacı Ahmet KARADAŞ,,,strong_trdizin_id,,no_doi,,Structureand Stability of the Kazakhstan Banking System,2022,Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi,1445,1309-9132,2147-7833,PAPER,,"Delice, G., & Karadaş, H. A. (2022). Structure and stability of the Kazakhstan banking system. Karamanoğlu Mehmetbey Üniversitesi Sosyal ve Ekonomik Araştırmalar Dergisi, 24(42), 387-414."
3436,1263646,20648047,23,234118,2014,490,Ön ÇALIŞMA; Mukadder İnci BAŞER KOLCU; Giray KOLCU; Umut GÖK BALCI; A BAŞER; G KOLCU; Aysel BAŞER,,,strong_trdizin_id,,no_doi,,DEFANSİFTIP UYGULAMALARI TUTUM ÖLÇEĞİNİN TÜRKÇE FORMUNUN GEÇERLİLİK VE GÜVENİLİRLİĞİ,2014,İzmir Tepecik Eğitim Hastanesi Dergisi,490,1305-7073,1305-7146,PAPER,,"BAġER, Aysel / BAġER KOLCU, Mukadder Ġnci / KOLCU, Giray / GÖK BALCI, Umut, “Defansif Tıp Uygulamaları Tutum Ölçeğinin Türkçe Formunun Geçerlilik ve Güvenilirliği Ön ÇalıĢma” Tepecik Eğitim Hastanesi Dergisi, Y. 2014, C. 24, S. 2, s. 16-24."
3448,1351824,24679006,27,524931,2022,847,Rüştü Murat DEMİRER; Onur BİLGİNER; Burcu TUNGA,,,strong_doi_crossref,10.5505/pajes.2021.68700,ok,10.5505/pajes.2021.68700,Derilezyonlarının evrişimsel yapay sinir ağları ile sınıflandırılması,2022,Pamukkale Üniversitesi Mühendislik Bilimleri Dergisi,847,,2147-5881,PAPER,,"[28] Bilginer O, Tunga B, Demirer RM. “Deri lezyonlarının evrişimsel yapay sinir ağları ile sınıflandırılması”. Pamukkale Üniversitesi Mühendislik Bilimleri Dergisi, 28(2), 208-214, 2022."
3463,1271615,21160723,16,341201,2019,806,Gökhan GÜNEYSU,,,strong_trdizin_id,,no_doi,,GANAve FİLDİŞİ SAHİLİ ARASINDAKİ DENİZ SINIRINA İLİŞKİN ITLOS KARARI BAĞLAMINDA DENİZ ALANLARININ SINIRLANDIRILMASINA İLİŞKİN BAZI MESELELER,2019,UYUŞMAZLIK MAHKEMESİ DERGİSİ,806,2147-8376,2149-7966,PAPER,,"GÜNEYSU, Gökhan: ""Gana ve Fildişi Sahili Arasındaki Deniz Sınırına İlişkin ITLOS Kararı Bağlamında Deniz Alanlarının Sınırlandırılmasına İlişkin Bazı Meseleler"", Uyuşmazlık Mahkemesi Dergisi, C. 13, 2019, s. 213-231."
3527,1211625,18521233,48,112492,2010,466,İrem KESKİN; Püren BUGET; Fazıl GÜLER; Cevdet KIZIL; Ahmet KIZIL; Cengiz CEYLAN,,,strong_trdizin_id,,no_doi,,Acomprehensive analysis of managers working in the Turkish tourism sector,2010,Elektronik Sosyal Bilimler Dergisi (elektronik),466,,1304-0278,PAPER,,"Kızıl, A., Güler, F., Ceylan, C., Kızıl, C., Keskin, A. İ., & Buget, P. (2010). A Comprehensive Analysis of Managers Working in the Turkish Tourism Sector. Elektronik Sosyal Bilimler Dergisi, 9(34), 205-222."
3628,1343137,24335272,1,507225,2021,1046,Eylem CANASLAN,,,strong_trdizin_id,,no_doi,,BİLİMFELSEFESİNE EKOLOJİK BİR YAKLAŞIM: BRUNO LATOUR’UN ÇOĞULCU KAVRAMLARI,2021,Felsefi Düşün - Akademik Felsefe Dergisi,1046,2148-0958,,PAPER,,"Canaslan, Eylem. “Bilim Felsefesine Ekolojik Bir Yaklaşım: Bruno Latour’un Çoğulcu Kavramları”, Felsefi Düşün Akademik Felsefe Dergisi, Sayı:17/Felsefe ve Bilim, Ekim (2021): 68-91."
3658,1235991,19528271,4,101318,2009,414,Kerime Derya TAŞÇI BEYDAĞ,,,strong_trdizin_id,,no_doi,,Jinekolojipolikliniğine başvuran kadınların genital hijyen davranışları,2009,Atatürk Üniversitesi Hemşirelik Yüksekokulu Dergisi,414,1301-9899,,PAPER,,"Beydağ, K. D. (2009). Jinekoloji polikliniğine başvuran kadınların genital hijyen davranışları. Atatürk Üniversitesi Hemşirelik Yüksekokulu Dergisi, 12(2), 105- 107."
3744,1315175,23092352,8,161825,2013,798,Zeynep Medine ÖZMEN; FUNDA AYDIN GÜÇ,,,strong_trdizin_id,,no_doi,,Doktoraeğitimi ile ilgili yaşanan zorluklar ve baş etme stratejileri: Durum çalışması,2013,Yükseköğretim ve Bilim Dergisi,798,2146-5959,2146-5967,PAPER,,"Özmen, Z. M. ve Güç, F. A. (2013). Doktora eğitimi ile ilgili yaşanan zorluklar ve baş etme stratejileri: Durum çalışması. Yükseköğretim ve Bilim Dergisi. 3 (3), 214-219. Patton, M.Q. (2002). Qualitative research and evaluation methods (3rd Ed.). London: Sage Publications, Inc."
3759,1354570,24786591,40,97190,2009,594,H.Emre ÜNAL; Nazan KUTER,,,strong_trdizin_id,,no_doi,,"Sürdürülebilirlikkapsamında Ekoturizmin çevresel, ekonomik ve sosyo-kültürel etkileri",2009,Kastamonu Üniversitesi Orman Fakültesi Dergisi,594,1303-2399,1309-4181,PAPER,,"(40) Kuter, N., & Ünal, H. E. (2009). Sürdürülebilirlik kapsamında ekoturizmin çevresel, ekonomik ve sosyo-kültürel etkileri. Kastamonu University Journal of Forestry Faculty, 9(2), 146-156."
3766,1351195,24655440,34,188361,2015,693,Hakan A. YAVUZ,,,strong_trdizin_id,,no_doi,,ONARICIADALET VE UZLAŞTIRMA KURUMU BAĞLAMINDA CEZA ADALET SİSTEMİNDE MAĞDURUN KONUMU,2015,Türkiye Adalet Akademisi Dergisi,693,1309-6826,,PAPER,,"Yavuz, Hakan, “Onarıcı Adalet ve Uzlaştırma Kurumu Bağlamında Ceza Adalet Sisteminde Mağdurun Korunması”, Türkiye Adalet Akademisi Dergisi, 2015, Y. 6, S. 23, s. 85–115."
3769,1174652,16644186,5,194341,2015,614,Yusuf UZUN; Ali KELEŞ; Kenan DEMİREL; İsmail ACAR,,,strong_trdizin_id,,no_doi,,Macrofungaldiversity of Hani (Diyarbakır/Turkey) district,2015,Biological Diversity and Conservation,614,1308-5301,1308-8084,PAPER,,"Acar İ, Uzun Y, Demirel K, Keleş A (20159. Macrofungal diversity of Hani (Diyarbakır/Turkey) district. Biological Diversity and Conservation 8(1): 28-34."
3771,1174652,16644249,68,30348,2003,1221,Abdullah KAYA; Yusuf UZUN; Kenan DEMİREL,,,strong_trdizin_id,,no_doi,,Macrofungiof Erzurum province,2003,Turkish Journal of Botany,1221,1300-008X,1303-6106,PAPER,,"Demirel K, Kaya A, Uzun Y (2003). Macrofungi of Erzurum Province. Turkish Journal of Botany 27(1): 29-36."
3772,1174652,16644266,85,56630,2006,1221,Hasan Hüseyin DOĞAN; Celaleddin ÖZTÜRK,,,strong_trdizin_id,,no_doi,,"Macrofungiand their distribution in Karaman Province, Turkey",2006,Turkish Journal of Botany,1221,1300-008X,1303-6106,PAPER,,"Doğan HH, Öztürk C (2006). Macrofungi and their distribution in Karaman Province, Turkey. Turkish Journal of Botany 30(3): 193-207."
3773,1174652,16644267,86,28924,2002,203,Gıyasettin KAŞIK; Hasan Hüseyin DOĞAN; Celaleddin ÖZTÜRK,,,strong_trdizin_id,,no_doi,,Twonew Peziza records from Mut environ,2002,Ot Sistematik Botanik Dergisi,203,1300-2953,,PAPER,,"Doğan HH, Öztürk C, Kaşık G (2002). Two new Peziza records from Mut environ. The Herb Journal of Systematic Botany 9(2): 117-122."
3812,1284085,21649579,77,356557,2019,813,Yüksel KIVRAK; Gökhan PERİNÇEK; İbrahim YAĞCI,,,strong_doi_crossref,10.17098/amj.625436,ok,10.17098/amj.625436,"SigaraBırakma Polikliniğine Başvuran Kişilerde D Tipi Kişilik, Dürtüsellik, Çocukluk Çağı Travmaları, Anksiyete ve Depresyon Düzeyleri",2019,Ankara Medical Journal,813,1303-2283,2148-4570,PAPER,,"Yağcı, İ., Perincek, G. ve Kıvrak, Y. (2019). Sigara bırakma polikliniğine başvuran kişilerde d tipi kişilik, dürtüsellik, çocukluk çağı travmaları, anksiyete ve depresyon düzeyleri. Ankara Medical Journal, 19(3), 582-590."
3821,1351344,24661599,81,359500,2019,277,Mehmet SAK,,,strong_trdizin_id,,no_doi,,ContextualFactors that Enhance and Impair Directed Motivational Currents in Instructed L2 Classroom Settings,2019,Novitas-Royal,277,,1307-4733,PAPER,,"(81) Sak, M. (2019). Contextual factors that enhance and impair directed motivational currents in instructed L2 classroom settings. Novitas-ROYAL, 13, 155–174."
3842,1370916,25464586,22,118544,2011,385,Serap ÖZDÖL KUTLU,,,strong_trdizin_id,,no_doi,,Çanakçömleksiz neolitik çağda güneydoğu anadolu'da din ve sosyal yapı,2011,Tarih İncelemeleri Dergisi,385,0257-4152,0257-4152,PAPER,,"ÖZDÖL, S. (2011). “Çanak Çömleksiz Neolitik Çağda Güneydoğu Anadolu’da Din ve Sosyal Yapı”. Tarih İncelemeleri Dergisi C.26, S.1, 173-99."
